"","X1.x","yearID.x","playerID","teamID.x","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","teamID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y"
"54",30653,2014,"beltrca01","NYA","AL",109,107,109,32,0,0,1,0,0,0,0,0,32,32,76,2,0,1,109,403,46,94,23,0,15,49,3,1,37,80,2,4,0,5,11,0.233250620347395,56,0.702653263110192,"AvgPoor","AvgPoor",31346,2015,"NYA","AL",133,128,133,123,0,0,0,0,0,0,0,0,123,123,8,4,0,1,133,478,57,132,34,1,19,67,0,0,45,85,2,2,0,6,12,0.276150627615063,78,0.807811108747213,"AvgPoor","Good"
"55",30654,2014,"bernaro01","CIN","NL",44,12,44,27,0,0,1,0,0,0,15,7,8,26,0,20,2,1,44,59,3,9,3,0,0,5,2,1,10,16,0,1,1,0,2,0.152542372881356,6,0.48910411622276,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",30655,2014,"bernaro01","LAN","NL",9,0,9,4,0,0,0,0,0,0,2,0,2,4,0,5,2,2,9,7,2,2,0,0,1,4,0,0,0,3,0,2,0,0,0,0.285714285714286,1,0.922348942348942,"Good","Good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",30656,2014,"bernido01","MIN","AL",7,2,7,5,0,0,0,2,0,3,0,0,0,0,1,2,2,1,7,7,2,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0.285714285714286,2,0.73015873015873,"Good","AvgPoor",31347,2015,"MIN","AL",4,1,4,4,0,0,0,2,2,0,0,0,0,0,0,1,0,1,4,5,1,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0.2,0,0.733333333333333,"AvgPoor","AvgPoor"
"58",30657,2014,"berryqu01","BAL","AL",10,0,10,5,0,0,0,0,0,0,3,1,1,5,2,0,8,1,10,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",31348,2015,"CHN","NL",8,0,8,5,0,0,0,0,0,0,2,2,1,5,0,1,7,1,8,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor"
"59",30658,2014,"bethach01","ATL","NL",31,29,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,1,31,113,7,28,3,0,0,9,1,1,3,26,0,1,0,0,3,0.247787610619469,25,0.547840556690114,"AvgPoor","AvgPoor",31349,2015,"ATL","NL",48,41,48,42,0,42,0,0,0,0,0,0,0,0,0,3,3,1,48,155,16,31,8,0,2,12,1,1,5,33,1,0,0,0,7,0.2,21,0.515322580645161,"AvgPoor","AvgPoor"
"60",30659,2014,"bettsmo01","BOS","AL",52,50,52,51,0,0,0,14,0,0,0,28,12,37,0,0,1,1,52,189,34,55,12,1,5,18,7,3,21,31,0,2,1,0,2,0.291005291005291,37,0.812368972746331,"Good","Good",31350,2015,"BOS","AL",145,141,145,144,0,0,0,0,0,0,0,133,11,144,1,1,2,1,145,597,92,174,42,8,18,77,21,6,46,82,1,2,3,6,2,0.291457286432161,106,0.820075801434206,"Good","Good"
"61",30660,2014,"biancje01","MIL","NL",29,15,29,21,0,0,0,4,9,10,0,0,0,0,0,9,1,1,29,70,4,12,1,0,0,6,0,0,3,17,0,0,0,1,1,0.171428571428571,11,0.388416988416988,"AvgPoor","AvgPoor",31351,2015,"BOS","AL",3,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor"
"62",30661,2014,"blackch02","COL","NL",154,135,154,142,0,0,0,0,0,0,22,69,73,142,0,17,0,1,154,593,82,171,27,3,19,72,28,10,31,96,5,13,6,5,3,0.288364249578415,122,0.775025872983352,"Good","AvgPoor",31353,2015,"COL","NL",157,146,157,155,0,0,0,0,0,0,14,147,7,155,0,4,0,1,157,614,93,176,31,9,17,58,43,13,46,112,2,13,5,4,4,0.286644951140065,119,0.796631046146296,"Good","AvgPoor"
"63",30662,2014,"blancan01","PHI","NL",25,11,25,20,0,0,0,5,10,6,0,0,0,0,0,5,2,1,25,47,4,13,5,0,1,3,0,0,2,6,1,0,4,0,4,0.276595744680851,7,0.75293095961789,"AvgPoor","AvgPoor",31355,2015,"PHI","NL",106,47,106,66,0,0,1,22,36,10,0,0,0,0,0,42,3,1,106,233,32,68,22,3,7,25,1,1,21,44,0,4,3,0,11,0.291845493562232,36,0.862611039025851,"Good","Good"
"64",30663,2014,"blancgr01","SFN","NL",146,92,146,127,0,0,0,0,0,0,64,72,1,127,0,28,7,1,146,393,51,102,18,6,5,38,16,5,41,77,1,3,6,1,4,0.259541984732824,73,0.707379134860051,"AvgPoor","AvgPoor",31356,2015,"SFN","NL",115,78,115,93,0,0,0,0,0,0,38,44,22,93,0,29,2,1,115,327,59,95,19,3,5,26,13,5,40,59,7,2,0,3,3,0.290519877675841,68,0.781123606589721,"Good","AvgPoor"
"65",30664,2014,"blankky01","OAK","AL",21,13,21,18,0,0,17,0,0,0,0,0,1,1,3,4,0,2,21,45,9,15,1,0,2,7,0,0,8,13,0,2,0,1,3,0.333333333333333,12,0.93531746031746,"Good","Good",31357,2015,"TEX","AL",18,17,18,16,0,0,13,0,0,0,3,0,0,3,1,1,0,1,18,67,10,21,5,0,3,6,1,0,4,20,0,0,0,0,1,0.313432835820896,13,0.87450073575783,"Good","Good"
"66",30665,2014,"blankky01","SDN","NL",5,2,5,4,0,0,3,0,0,0,1,0,0,1,0,2,0,1,5,10,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,2,0.4,"AvgPoor","AvgPoor",31357,2015,"TEX","AL",18,17,18,16,0,0,13,0,0,0,3,0,0,3,1,1,0,1,18,67,10,21,5,0,3,6,1,0,4,20,0,0,0,0,1,0.313432835820896,13,0.87450073575783,"Good","Good"
"67",30666,2014,"bloomwi01","SEA","AL",47,32,47,39,0,0,7,10,5,16,3,0,1,3,4,8,2,1,47,133,15,37,6,0,1,14,1,1,4,32,1,0,1,1,1,0.278195488721804,30,0.642966110929498,"AvgPoor","AvgPoor",31358,2015,"SEA","AL",35,16,35,28,0,0,3,8,5,7,5,0,2,7,0,9,4,1,35,69,2,11,1,0,0,4,1,1,2,13,0,1,0,0,2,0.159420289855072,10,0.368357487922705,"AvgPoor","AvgPoor"
"68",30667,2014,"boescbr01","LAA","AL",27,20,27,12,0,0,0,0,0,0,3,1,9,12,14,3,1,1,27,75,6,14,2,0,2,7,3,0,2,19,1,0,0,2,0,0.186666666666667,10,0.495864978902954,"AvgPoor","AvgPoor",31359,2015,"CIN","NL",51,15,51,23,0,0,0,0,0,0,8,8,8,23,1,27,1,1,51,89,4,13,2,0,1,5,1,0,4,30,0,1,0,0,0,0.146067415730337,10,0.393736552713364,"AvgPoor","AvgPoor"
"69",30668,2014,"bogaexa01","BOS","AL",144,142,144,143,0,0,0,0,44,99,0,0,0,0,0,0,1,1,144,538,60,129,28,1,12,46,2,3,39,138,1,8,2,7,11,0.239776951672862,88,0.65975082889581,"AvgPoor","AvgPoor",31360,2015,"BOS","AL",156,154,156,156,0,0,0,0,0,156,0,0,0,0,0,0,1,1,156,613,84,196,35,3,7,81,10,2,32,101,1,3,3,3,16,0.31973898858075,151,0.775719623217387,"Good","AvgPoor"
"70",30669,2014,"bonifem01","ATL","NL",41,28,41,32,0,0,0,5,0,3,4,17,6,25,1,8,3,2,41,118,12,25,3,1,1,6,12,2,10,36,0,0,0,0,1,0.211864406779661,20,0.553098516949152,"AvgPoor","AvgPoor",31362,2015,"CHA","AL",47,15,47,22,0,0,0,17,1,0,2,3,0,5,9,20,8,1,47,78,5,13,2,0,0,4,1,4,2,27,0,1,1,0,1,0.166666666666667,11,0.389838556505223,"AvgPoor","AvgPoor"
"71",30670,2014,"bonifem01","CHN","NL",69,63,69,67,0,0,0,26,7,1,0,48,0,48,0,5,0,1,69,276,35,77,14,3,2,18,14,6,16,49,2,0,6,0,1,0.278985507246377,58,0.691681556482033,"AvgPoor","AvgPoor",31362,2015,"CHA","AL",47,15,47,22,0,0,0,17,1,0,2,3,0,5,9,20,8,1,47,78,5,13,2,0,0,4,1,4,2,27,0,1,1,0,1,0.166666666666667,11,0.389838556505223,"AvgPoor","AvgPoor"
"72",30671,2014,"bourgja01","CIN","NL",18,7,18,10,0,0,0,0,0,0,8,2,1,10,0,7,3,1,18,33,5,8,0,1,0,1,0,0,1,6,0,0,0,0,1,0.242424242424242,7,0.567736185383244,"AvgPoor","AvgPoor",31363,2015,"CIN","NL",68,40,68,48,0,0,0,0,0,0,18,35,6,48,0,23,1,1,68,196,28,47,5,2,3,14,3,1,14,33,0,1,1,0,2,0.239795918367347,37,0.625471515620466,"AvgPoor","AvgPoor"
"73",30672,2014,"bourjpe01","SLN","NL",119,65,119,104,0,0,0,0,0,0,0,104,0,104,0,16,9,1,119,264,32,61,9,5,4,24,9,3,20,78,1,4,5,1,5,0.231060606060606,43,0.642602495543672,"AvgPoor","AvgPoor",31364,2015,"SLN","NL",117,41,117,93,0,0,0,0,0,0,0,93,0,93,0,33,17,1,117,195,32,39,8,3,4,13,5,8,19,59,4,6,4,1,2,0.2,24,0.622926093514329,"AvgPoor","AvgPoor"
"74",30673,2014,"bourju01","MIA","NL",39,15,39,15,0,0,15,0,0,0,0,0,0,0,3,22,0,1,39,74,10,21,3,0,1,11,0,0,9,19,1,0,0,0,0,0.283783783783784,17,0.726310647997395,"Good","AvgPoor",31365,2015,"MIA","NL",129,102,129,111,0,0,111,0,0,0,0,0,0,0,1,23,0,1,129,409,42,107,20,0,23,73,0,0,34,101,3,2,0,1,19,0.26161369193154,64,0.799845406602563,"AvgPoor","AvgPoor"
"75",30674,2014,"bournmi01","CLE","AL",106,104,106,105,0,0,0,0,0,0,0,105,0,105,0,2,0,1,106,444,57,114,17,10,3,28,10,6,35,114,1,3,3,2,5,0.256756756756757,84,0.67440994713722,"AvgPoor","AvgPoor",31366,2015,"ATL","NL",46,35,46,42,0,0,0,0,0,0,28,18,3,42,0,5,1,2,46,136,10,30,3,1,0,11,4,2,17,31,0,0,1,2,3,0.220588235294118,26,0.560578747628083,"AvgPoor","AvgPoor"
"76",30674,2014,"bournmi01","CLE","AL",106,104,106,105,0,0,0,0,0,0,0,105,0,105,0,2,0,1,106,444,57,114,17,10,3,28,10,6,35,114,1,3,3,2,5,0.256756756756757,84,0.67440994713722,"AvgPoor","AvgPoor",31367,2015,"CLE","AL",95,80,95,89,0,0,0,0,0,0,1,88,0,89,1,9,2,1,95,289,29,71,12,1,0,19,13,5,29,76,0,0,7,1,2,0.245674740484429,58,0.607597270883275,"AvgPoor","AvgPoor"
"77",30675,2014,"bradlja02","BOS","AL",127,111,127,125,0,0,0,0,0,0,1,113,12,125,1,2,5,1,127,384,45,76,19,2,1,30,8,0,31,121,1,5,1,2,10,0.197916666666667,54,0.531027843601896,"AvgPoor","AvgPoor",31368,2015,"BOS","AL",74,66,74,73,0,0,0,0,0,0,17,27,32,73,0,1,0,1,74,221,43,55,17,4,10,43,3,0,27,69,0,3,1,3,5,0.248868778280543,24,0.832383225852425,"AvgPoor","Good"
"78",30676,2014,"brantmi02","CLE","AL",156,154,156,147,0,0,0,0,0,0,107,46,0,147,8,2,0,1,156,611,94,200,45,2,20,97,23,1,52,56,4,8,0,5,16,0.327332242225859,133,0.890343698854337,"Good","Good",31369,2015,"CLE","AL",137,135,137,118,0,0,0,0,0,0,101,28,0,118,18,2,0,1,137,529,68,164,45,0,15,84,15,1,60,51,8,2,0,5,14,0.310018903591682,104,0.859345859605943,"Good","Good"
"79",30677,2014,"braunry02","MIL","NL",135,134,135,134,0,0,0,0,0,0,0,1,134,134,1,1,0,1,135,530,68,141,30,6,19,81,11,5,41,113,3,6,0,3,17,0.266037735849057,86,0.776968119713728,"AvgPoor","AvgPoor",31371,2015,"MIL","NL",140,132,140,130,0,0,0,0,0,0,0,0,130,130,4,8,0,1,140,506,87,144,27,3,25,84,24,4,54,115,4,4,0,3,20,0.284584980237154,89,0.854284738342709,"Good","Good"
"80",30678,2014,"brentbr01","BOS","AL",9,6,9,8,0,0,0,0,0,0,6,0,2,8,0,2,0,1,9,26,5,8,2,0,0,2,0,0,0,9,0,0,0,0,0,0.307692307692308,6,0.692307692307692,"Good","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",30679,2014,"brignre01","PHI","NL",37,16,37,24,0,0,0,3,20,3,0,0,0,0,0,15,0,1,37,81,4,18,5,1,1,10,1,1,9,33,1,0,1,0,2,0.222222222222222,11,0.645679012345679,"AvgPoor","AvgPoor",31373,2015,"MIA","NL",17,1,17,2,0,0,0,0,2,0,0,0,0,0,0,13,2,1,17,13,2,1,0,0,0,0,0,0,3,5,0,0,1,0,0,0.1,1,0.326923076923077,"AvgPoor","AvgPoor"
"82",30680,2014,"brownan02","NYN","NL",19,9,19,12,0,0,0,0,0,0,8,0,4,12,2,8,0,1,19,44,6,8,1,0,2,7,0,0,3,15,0,1,0,1,2,0.181818181818182,5,0.585807050092764,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",30681,2014,"brownco01","BOS","AL",3,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",30682,2014,"browndo01","PHI","NL",144,118,144,127,0,0,0,0,0,0,127,0,0,127,1,24,0,1,144,473,47,111,22,1,10,63,7,1,34,91,4,1,0,4,9,0.234672304439746,78,0.633993459302326,"AvgPoor","AvgPoor",31375,2015,"PHI","NL",63,47,63,50,0,0,0,0,0,0,0,0,50,50,0,14,0,1,63,189,19,43,6,1,5,25,3,1,14,36,0,1,0,0,2,0.227513227513228,31,0.633520074696545,"AvgPoor","AvgPoor"
"85",30683,2014,"brownga02","SFN","NL",7,1,7,6,0,0,0,0,0,0,0,6,0,6,0,1,0,1,7,7,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.323292244821646,3,0.857142857142857,"Good","Good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",30684,2014,"bruceja01","CIN","NL",137,131,137,133,0,0,3,0,0,0,0,0,131,131,0,4,0,1,137,493,71,107,21,1,18,66,12,3,44,149,5,2,1,5,8,0.217038539553753,67,0.654475152129817,"AvgPoor","AvgPoor",31378,2015,"CIN","NL",157,152,157,150,0,0,0,0,0,0,0,0,150,150,2,5,0,1,157,580,72,131,35,4,26,87,9,5,58,145,8,2,0,9,10,0.225862068965517,66,0.728781680038255,"AvgPoor","AvgPoor"
"87",30685,2014,"buckjo01","LAA","AL",5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,2,0,2,5,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.2,1,0.4,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",30686,2014,"buckjo01","SEA","AL",27,24,27,20,0,19,1,0,0,0,0,0,0,0,5,2,0,1,27,84,9,19,2,0,1,6,0,0,8,24,0,0,0,0,1,0.226190476190476,16,0.579192546583851,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",30687,2014,"burnsbi02","OAK","AL",13,1,13,1,0,0,0,0,0,0,0,1,0,1,2,2,10,1,13,6,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0.166666666666667,1,0.333333333333333,"AvgPoor","AvgPoor",31380,2015,"OAK","AL",125,118,125,125,0,0,0,0,0,0,0,125,0,125,0,4,0,1,125,520,70,153,18,9,5,42,26,8,26,81,1,6,1,2,5,0.294230769230769,121,0.726242710358234,"Good","AvgPoor"
"90",30688,2014,"buterdr01","LAN","NL",61,48,61,60,2,57,1,0,0,0,0,0,0,0,0,3,2,1,61,170,16,32,6,1,3,14,0,0,17,41,1,2,1,2,1,0.188235294117647,22,0.55525100092393,"AvgPoor","AvgPoor",31382,2015,"KCA","AL",45,24,45,45,0,42,5,0,0,0,0,0,0,0,0,1,0,2,45,86,6,17,3,0,1,5,0,0,6,24,0,2,5,0,0,0.197674418604651,13,0.533399307273627,"AvgPoor","AvgPoor"
"91",30688,2014,"buterdr01","LAN","NL",61,48,61,60,2,57,1,0,0,0,0,0,0,0,0,3,2,1,61,170,16,32,6,1,3,14,0,0,17,41,1,2,1,2,1,0.188235294117647,22,0.55525100092393,"AvgPoor","AvgPoor",31383,2015,"LAA","AL",10,7,10,10,0,7,3,0,0,0,0,0,0,0,0,0,0,1,10,21,3,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0.19047619047619,4,0.380952380952381,"AvgPoor","AvgPoor"
"92",30689,2014,"butlebi03","KCA","AL",151,143,151,37,0,0,37,0,0,0,0,0,0,0,108,8,0,1,151,549,57,149,32,0,9,66,0,0,41,96,3,5,0,8,21,0.271402550091075,108,0.702253758529756,"AvgPoor","AvgPoor",31384,2015,"OAK","AL",151,143,151,7,0,0,7,0,0,0,0,0,0,0,136,8,0,1,151,538,63,135,28,1,15,65,0,0,52,101,4,7,0,4,26,0.25092936802974,91,0.713129913588876,"AvgPoor","AvgPoor"
"93",30690,2014,"butleda01","BOS","AL",7,5,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,7,19,1,4,3,0,0,2,0,0,1,5,0,0,0,0,1,0.210526315789474,1,0.618421052631579,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",30691,2014,"butlejo04","SLN","NL",6,0,6,1,0,0,0,0,0,0,0,0,1,1,0,5,0,1,6,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor",31385,2015,"TBA","AL",88,61,88,34,0,0,0,0,0,0,30,0,6,34,43,24,0,1,88,257,30,71,12,0,8,30,5,2,16,82,0,3,0,0,16,0.276264591439689,51,0.742429368973101,"AvgPoor","AvgPoor"
"95",30692,2014,"byrdma01","PHI","NL",154,148,154,149,0,0,0,0,0,0,0,0,149,149,1,5,0,1,154,591,71,156,28,2,25,85,3,2,35,185,7,8,0,3,6,0.263959390862944,101,0.757410344067342,"AvgPoor","AvgPoor",31387,2015,"CIN","NL",96,92,96,92,0,0,0,0,0,0,88,4,4,92,1,3,0,1,96,359,46,85,13,3,19,42,2,1,23,101,1,3,0,3,6,0.236768802228412,50,0.73455044080062,"AvgPoor","AvgPoor"
"96",30692,2014,"byrdma01","PHI","NL",154,148,154,149,0,0,0,0,0,0,0,0,149,149,1,5,0,1,154,591,71,156,28,2,25,85,3,2,35,185,7,8,0,3,6,0.263959390862944,101,0.757410344067342,"AvgPoor","AvgPoor",31388,2015,"SFN","NL",39,36,39,37,0,0,0,0,0,0,0,0,37,37,1,1,0,2,39,147,12,40,12,2,4,31,0,0,6,44,1,1,0,2,4,0.272108843537415,22,0.763867085295657,"AvgPoor","AvgPoor"
"97",30693,2014,"cabreas01","CLE","AL",97,94,97,92,0,0,0,0,0,92,0,0,0,0,3,2,1,1,97,378,54,93,22,2,9,40,7,2,27,79,1,7,0,4,11,0.246031746031746,60,0.691531847781848,"AvgPoor","AvgPoor",31389,2015,"TBA","AL",143,134,143,136,0,0,0,0,0,136,0,0,0,0,4,8,0,1,143,505,66,134,28,5,15,58,6,3,36,107,4,3,1,6,14,0.265346534653465,86,0.744248424842484,"AvgPoor","AvgPoor"
"98",30694,2014,"cabreas01","WAS","NL",49,48,49,48,0,0,0,48,0,1,0,0,0,0,0,1,0,2,49,175,20,40,9,2,5,21,3,0,22,29,1,0,1,2,4,0.228571428571429,24,0.700129217516152,"AvgPoor","AvgPoor",31389,2015,"TBA","AL",143,134,143,136,0,0,0,0,0,136,0,0,0,0,4,8,0,1,143,505,66,134,28,5,15,58,6,3,36,107,4,3,1,6,14,0.265346534653465,86,0.744248424842484,"AvgPoor","AvgPoor"
"99",30695,2014,"cabreev01","SDN","NL",90,90,90,90,0,0,0,0,0,90,0,0,0,0,0,0,0,1,90,357,36,83,13,1,3,20,18,8,20,86,0,1,9,4,5,0.23249299719888,66,0.571971196855706,"AvgPoor","AvgPoor",31390,2015,"BAL","AL",29,28,29,28,0,0,0,2,0,27,0,0,0,0,0,0,1,1,29,96,7,20,2,0,0,4,2,0,5,22,0,1,1,2,4,0.208333333333333,18,0.479166666666667,"AvgPoor","AvgPoor"
"100",30696,2014,"cabreme01","TOR","AL",139,138,139,136,0,0,0,0,0,0,133,1,4,136,3,1,0,1,139,568,81,171,35,3,16,73,6,2,43,67,3,3,2,5,19,0.301056338028169,117,0.808311906983094,"Good","Good",31391,2015,"CHA","AL",158,158,158,150,0,0,0,0,0,0,150,0,0,150,8,0,0,1,158,629,70,172,36,2,12,77,3,0,40,88,2,2,2,10,18,0.273449920508744,122,0.708520388748427,"AvgPoor","AvgPoor"
"101",30697,2014,"cabremi01","DET","AL",159,158,159,133,0,0,126,0,10,0,0,0,0,0,25,1,0,1,159,611,101,191,52,1,25,109,1,1,60,117,10,3,0,11,21,0.312602291325696,113,0.894534507269404,"Good","Good",31392,2015,"DET","AL",119,118,119,107,0,0,107,0,0,0,0,0,0,0,11,1,0,1,119,429,64,145,28,1,18,76,1,1,77,82,15,3,0,2,19,0.337995337995338,98,0.974112645345522,"Good","Good"
"102",30698,2014,"cainlo01","KCA","AL",133,122,133,133,0,0,0,0,0,0,0,93,77,133,1,0,3,1,133,471,55,142,29,4,5,53,28,5,24,108,2,4,0,3,9,0.301486199575372,104,0.750535014929666,"Good","AvgPoor",31394,2015,"KCA","AL",140,139,140,137,0,0,0,0,0,0,0,136,5,137,3,1,0,1,140,551,101,169,34,6,16,72,28,6,37,98,4,12,0,4,16,0.306715063520871,113,0.838241126909532,"Good","Good"
"103",30699,2014,"calhoko01","LAA","AL",127,112,127,124,0,0,2,0,0,0,0,0,123,123,0,10,1,1,127,493,90,134,31,3,17,58,5,3,38,104,0,2,2,2,5,0.271805273833671,83,0.775537904494702,"AvgPoor","AvgPoor",31395,2015,"LAA","AL",159,157,159,157,0,0,1,0,0,0,0,0,157,157,1,2,0,1,159,630,78,161,23,2,26,83,4,1,45,164,1,5,2,4,6,0.255555555555556,110,0.730701754385965,"AvgPoor","AvgPoor"
"104",30700,2014,"callaal01","OAK","AL",127,108,127,81,0,0,23,46,19,0,0,0,0,0,39,17,0,1,127,404,37,90,15,0,4,39,0,1,40,50,1,1,0,6,18,0.222772277227723,71,0.580069592325086,"AvgPoor","AvgPoor",31397,2015,"ATL","NL",37,28,37,30,0,0,0,4,28,0,0,0,0,0,0,8,0,1,37,107,12,22,2,0,1,8,0,0,14,10,1,0,0,2,4,0.205607476635514,19,0.545019375427399,"AvgPoor","AvgPoor"
"105",30700,2014,"callaal01","OAK","AL",127,108,127,81,0,0,23,46,19,0,0,0,0,0,39,17,0,1,127,404,37,90,15,0,4,39,0,1,40,50,1,1,0,6,18,0.222772277227723,71,0.580069592325086,"AvgPoor","AvgPoor",31398,2015,"LAN","NL",60,26,60,37,0,0,0,0,37,0,0,0,0,0,1,26,0,2,60,123,8,32,5,0,0,7,0,0,14,24,0,0,1,0,2,0.260162601626016,27,0.636579431487746,"AvgPoor","AvgPoor"
"106",30701,2014,"campato01","ARI","NL",26,13,26,16,0,0,0,0,0,0,3,13,0,16,0,10,1,1,26,60,4,9,1,1,0,3,4,1,0,10,0,1,0,0,0,0.15,7,0.363934426229508,"AvgPoor","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",30702,2014,"campato01","LAA","AL",18,1,18,13,0,0,0,0,0,0,3,10,0,13,2,1,8,2,18,15,6,5,0,0,0,2,0,1,0,6,0,0,0,0,0,0.333333333333333,5,0.666666666666667,"Good","AvgPoor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",30703,2014,"campber01","NYN","NL",85,37,85,58,0,0,18,1,19,2,20,0,3,23,2,38,1,1,85,190,16,50,9,0,3,16,3,0,17,55,0,1,0,3,5,0.263157894736842,38,0.680169618358693,"AvgPoor","AvgPoor",31399,2015,"NYN","NL",71,45,71,57,0,0,5,0,48,0,4,0,0,4,0,17,1,1,71,173,28,34,8,0,3,19,5,3,26,37,1,4,1,2,11,0.196531791907514,23,0.606992809812491,"AvgPoor","AvgPoor"
