"","X1.x","yearID.x","playerID","teamID","lgID.x.x","G_all.x","GS.x.x","G_batting.x","G_defense.x","G_p.x","G_c.x","G_1b.x","G_2b.x","G_3b.x","G_ss.x","G_lf.x","G_cf.x","G_rf.x","G_of.x","G_dh.x","G_ph.x","G_pr.x","stint.x.x","G.x.x","AB.x","R.x","H.x","2B.x","3B.x","HR.x","RBI.x","SB.x.x","CS.x.x","BB.x","SO.x","IBB.x","HBP.x","SH.x","SF.x","GIDP.x","BA.x","1B.x","OPS.x","BAClass.x","OPSClass.x","X1.y","yearID.y","lgID.x.y","G_all.y","GS.x.y","G_batting.y","G_defense.y","G_p.y","G_c.y","G_1b.y","G_2b.y","G_3b.y","G_ss.y","G_lf.y","G_cf.y","G_rf.y","G_of.y","G_dh.y","G_ph.y","G_pr.y","stint.x.y","G.x.y","AB.y","R.y","H.y","2B.y","3B.y","HR.y","RBI.y","SB.x.y","CS.x.y","BB.y","SO.y","IBB.y","HBP.y","SH.y","SF.y","GIDP.y","BA.y","1B.y","OPS.y","BAClass.y","OPSClass.y","Improved"
"55",28653,2011,"carreez01","CLE","AL",68,51,68,64,0,0,0,0,0,0,9,55,6,64,3,5,4,1,68,202,27,49,8,3,0,14,10,5,16,35,0,1,7,0,4,0.242574257425743,38,0.61325105113251,"AvgPoor","AvgPoor",29321,2012,"AL",48,37,48,47,0,0,0,0,0,0,36,15,1,47,0,1,1,1,48,147,20,40,6,3,2,11,8,1,8,35,1,1,1,1,3,0.272108843537415,29,0.706659733957277,"AvgPoor","AvgPoor","No"
"56",28656,2011,"cartech02","OAK","AL",15,13,15,11,0,0,11,0,0,0,0,0,0,0,4,1,0,1,15,44,2,6,0,0,0,0,0,0,2,20,0,0,0,0,1,0.136363636363636,6,0.310276679841897,"AvgPoor","AvgPoor",29325,2012,"AL",67,59,67,55,0,0,55,0,0,0,0,0,0,0,9,7,0,1,67,218,38,52,12,0,16,39,0,0,39,83,1,0,0,3,4,0.238532110091743,24,0.863761467889908,"AvgPoor","Good","Yes"
"57",28657,2011,"casilal01","MIN","AL",97,89,97,92,0,0,0,56,0,36,0,0,0,0,3,1,5,1,97,323,52,84,21,4,2,21,15,4,28,45,0,3,8,3,4,0.260061919504644,57,0.690549904172195,"AvgPoor","AvgPoor",29326,2012,"AL",106,84,106,100,0,0,0,96,4,0,0,0,0,0,0,6,12,1,106,299,33,72,17,2,1,30,21,1,16,52,0,3,3,5,6,0.240802675585284,52,0.602803980243743,"AvgPoor","AvgPoor","No"
"58",28658,2011,"castiwe01","CHN","NL",4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,13,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0.153846153846154,2,0.307692307692308,"AvgPoor","AvgPoor",29328,2012,"NL",52,46,52,49,0,49,1,0,0,0,0,0,0,0,0,5,0,1,52,170,16,45,11,0,5,22,0,0,17,51,2,2,0,1,4,0.264705882352941,29,0.754489164086687,"AvgPoor","AvgPoor","No"
"59",28661,2011,"castrst01","CHN","NL",158,158,158,158,0,0,0,0,0,158,0,0,0,0,0,0,0,1,158,674,91,207,36,9,10,66,22,9,35,96,2,2,0,4,20,0.307121661721068,152,0.773009483098504,"Good","AvgPoor",29330,2012,"NL",162,161,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0,1,162,646,78,183,29,12,14,78,25,13,36,100,5,4,0,5,15,0.28328173374613,128,0.753061251920983,"Good","AvgPoor","No"
"60",28663,2011,"cervefr01","NYA","AL",43,35,43,43,0,41,0,1,2,0,0,0,0,0,0,2,1,1,43,124,17,33,4,0,4,22,4,1,9,29,0,2,1,1,4,0.266129032258065,25,0.718690702087287,"AvgPoor","AvgPoor",29332,2012,"AL",3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0.5,"AvgPoor","AvgPoor","No"
"61",28664,2011,"chambad01","SLN","NL",18,0,18,11,0,0,0,0,0,0,6,5,1,11,0,5,6,1,18,8,2,3,0,1,0,4,0,0,0,1,0,0,0,0,0,0.375,2,1,"Good","Good",29334,2012,"NL",41,8,41,26,0,0,0,0,0,0,10,10,8,26,0,14,11,1,41,54,4,12,0,2,0,4,2,1,5,18,2,1,2,0,0,0.222222222222222,10,0.596296296296296,"AvgPoor","AvgPoor","No"
"62",28666,2011,"chaveer01","NYA","AL",58,40,58,44,0,0,3,0,42,0,0,0,0,0,7,12,0,1,58,160,16,42,7,1,2,26,0,0,14,34,3,0,0,1,4,0.2625,32,0.67625,"AvgPoor","AvgPoor",29336,2012,"AL",113,73,113,70,0,0,10,0,64,0,0,0,0,0,19,36,0,1,113,278,36,78,12,0,16,37,0,0,30,59,3,1,0,4,10,0.280575539568345,50,0.844645689199439,"Good","Good","Yes"
"63",28668,2011,"chiselo01","CLE","AL",66,57,66,58,0,0,0,0,58,0,0,0,0,0,6,7,2,1,66,212,27,54,13,0,7,22,1,0,8,49,1,1,1,1,3,0.254716981132075,34,0.698878123406425,"AvgPoor","AvgPoor",29337,2012,"AL",43,36,43,30,0,0,0,0,30,0,0,0,0,0,10,6,0,1,43,142,16,38,6,1,5,16,2,1,8,27,0,1,0,0,2,0.267605633802817,26,0.740835742934428,"AvgPoor","AvgPoor","No"
"64",28669,2011,"choosh01","CLE","AL",85,84,85,85,0,0,0,0,0,0,0,0,85,85,0,0,0,1,85,313,37,81,11,3,8,36,12,5,36,78,3,6,0,3,7,0.258785942492013,59,0.733351776821889,"AvgPoor","AvgPoor",29338,2012,"AL",155,151,155,154,0,0,0,0,0,0,0,0,154,154,0,2,0,1,155,598,88,169,43,2,16,67,21,7,73,150,0,14,0,1,10,0.282608695652174,108,0.814649414471952,"Good","Good","Yes"
"65",28670,2011,"chrisju01","SFN","NL",18,12,18,17,0,0,0,0,0,0,6,10,3,17,0,0,2,1,18,47,6,12,5,0,0,4,3,2,2,8,0,0,2,0,0,0.25531914893617,7,0.64741641337386,"AvgPoor","AvgPoor",29339,2012,"NL",34,10,34,18,0,0,0,0,0,0,10,1,8,18,3,15,2,1,34,56,6,7,1,0,0,2,2,1,5,3,0,0,0,0,0,0.125,6,0.339578454332553,"AvgPoor","AvgPoor","No"
"66",28672,2011,"clevest01","CHN","NL",2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0.9,"AvgPoor","Good",29342,2012,"NL",69,52,69,60,0,51,9,0,1,0,0,0,0,0,0,15,0,1,69,199,16,40,12,0,1,16,0,1,16,39,0,0,0,0,10,0.201005025125628,27,0.536847025826808,"AvgPoor","AvgPoor","No"
"67",28675,2011,"congeha01","LAA","AL",59,48,59,56,0,56,0,0,0,0,0,0,0,0,1,7,0,1,59,177,14,37,8,0,6,19,0,0,17,37,2,1,2,0,2,0.209039548022599,23,0.637983485441113,"AvgPoor","AvgPoor",29345,2012,"AL",7,6,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,7,18,0,3,0,0,0,1,0,0,1,0,0,1,1,1,1,0.166666666666667,3,0.404761904761905,"AvgPoor","AvgPoor","No"
"68",28677,2011,"constjo01","ATL","NL",42,29,42,33,0,0,0,0,0,0,17,4,16,33,0,8,4,1,42,109,21,33,1,1,2,10,7,4,6,14,0,0,4,0,1,0.302752293577982,29,0.72445153570004,"Good","AvgPoor",29348,2012,"NL",37,20,37,25,0,0,0,0,0,0,21,5,0,25,0,9,3,1,37,76,8,19,2,0,0,4,5,2,8,21,2,0,2,0,0,0.25,17,0.597744360902256,"AvgPoor","AvgPoor","No"
"69",28678,2011,"coopeda01","TOR","AL",27,19,27,15,0,0,15,0,0,0,0,0,0,0,10,4,1,1,27,71,9,15,7,0,2,12,0,0,7,14,0,1,0,2,2,0.211267605633803,6,0.678316814467049,"AvgPoor","AvgPoor",29349,2012,"AL",45,35,45,29,0,0,29,0,0,0,0,0,0,0,10,8,0,1,45,140,16,42,11,0,4,11,0,1,4,22,0,1,0,0,1,0.3,27,0.788423645320197,"Good","AvgPoor","No"
"70",28680,2011,"corpoca01","HOU","NL",52,46,52,50,0,50,0,0,0,0,0,0,0,0,0,4,0,1,52,154,9,29,8,1,0,11,0,0,10,49,4,4,3,2,5,0.188311688311688,20,0.506187929717342,"AvgPoor","AvgPoor",29350,2012,"NL",27,22,27,24,0,24,0,0,0,0,0,0,0,0,0,3,0,1,27,78,5,21,2,0,4,13,0,1,4,19,0,1,1,1,2,0.269230769230769,15,0.758241758241758,"AvgPoor","AvgPoor","No"
"71",28684,2011,"cozarza01","CIN","NL",11,9,11,11,0,0,0,0,0,11,0,0,0,0,0,1,0,1,11,37,6,12,0,0,2,3,0,0,0,6,0,0,1,0,2,0.324324324324324,10,0.810810810810811,"Good","Good",29354,2012,"NL",138,131,138,138,0,0,0,0,0,138,0,0,0,0,0,2,0,1,138,561,72,138,33,4,15,35,4,0,31,113,0,3,2,3,11,0.245989304812834,86,0.686912405582482,"AvgPoor","AvgPoor","No"
"72",28685,2011,"craigal01","SLN","NL",75,47,75,56,0,0,2,8,2,0,26,5,18,48,0,23,0,1,75,200,33,63,15,0,11,40,5,0,15,40,0,1,1,2,7,0.315,37,0.917385321100918,"Good","Good",29355,2012,"NL",119,113,119,113,0,0,91,0,0,0,8,0,23,30,1,6,0,1,119,469,76,144,35,0,22,92,2,1,37,89,1,1,0,7,15,0.307036247334755,87,0.876473662814333,"Good","Good","No"
"73",28686,2011,"crawfbr01","SFN","NL",66,53,66,65,0,0,0,0,0,65,0,0,0,0,0,0,1,1,66,196,22,40,5,2,3,21,1,3,23,31,1,0,1,0,4,0.204081632653061,30,0.583589600223651,"AvgPoor","AvgPoor",29356,2012,"NL",143,122,143,139,0,0,0,0,0,139,0,0,0,0,0,3,2,1,143,435,44,108,26,3,4,45,1,4,33,95,6,3,2,3,4,0.248275862068966,75,0.653222755710752,"AvgPoor","AvgPoor","No"
"74",28687,2011,"crawfca02","BOS","AL",130,128,130,127,0,0,0,0,0,0,127,0,0,127,2,2,0,1,130,506,65,129,29,7,11,56,18,6,23,104,1,3,2,4,7,0.254940711462451,82,0.69431744439856,"AvgPoor","AvgPoor",29357,2012,"AL",31,30,31,30,0,0,0,0,0,0,30,0,0,30,1,1,0,1,31,117,23,33,10,2,3,19,5,0,3,22,0,2,1,2,1,0.282051282051282,18,0.785084091535704,"Good","AvgPoor","No"
"75",28688,2011,"crispco01","OAK","AL",136,130,136,133,0,0,0,0,0,0,0,133,0,133,2,2,3,1,136,531,69,140,27,5,8,54,49,9,41,65,2,1,4,6,11,0.263653483992467,100,0.692866133895378,"AvgPoor","AvgPoor",29358,2012,"AL",120,111,120,113,0,0,0,0,0,0,16,97,0,113,3,6,3,1,120,455,68,118,25,7,11,46,39,4,45,64,0,0,6,2,9,0.259340659340659,75,0.742283612801541,"AvgPoor","AvgPoor","No"
"76",28690,2011,"cruzne02","TEX","AL",124,122,124,115,0,0,0,0,0,0,18,0,109,115,8,2,0,1,124,475,64,125,28,1,29,87,9,5,33,116,1,2,0,3,8,0.263157894736842,67,0.821364522417154,"AvgPoor","Good",29360,2012,"AL",159,155,159,151,0,0,0,0,0,0,6,0,151,151,7,4,0,1,159,585,86,152,45,0,24,90,8,4,48,140,2,5,0,4,7,0.25982905982906,83,0.779143701573608,"AvgPoor","AvgPoor","No"
"77",28691,2011,"cruzto03","SLN","NL",38,11,38,26,0,20,2,1,3,0,0,0,2,2,0,18,1,1,38,65,8,17,5,0,0,6,0,1,6,13,1,1,0,0,1,0.261538461538462,12,0.671794871794872,"AvgPoor","AvgPoor",29361,2012,"NL",51,28,51,49,0,47,2,0,0,0,0,0,0,0,0,12,0,1,51,126,11,32,9,1,1,11,0,1,3,19,0,0,0,2,4,0.253968253968254,21,0.632254937598449,"AvgPoor","AvgPoor","No"
"78",28695,2011,"darnach01","PIT","NL",48,33,48,42,0,0,0,1,12,29,0,0,0,0,0,3,6,1,48,143,17,31,6,2,0,6,12,2,4,36,0,1,2,1,3,0.216783216783217,23,0.52832402496832,"AvgPoor","AvgPoor",29367,2012,"NL",8,1,8,3,0,0,0,2,0,1,0,0,0,0,0,0,6,1,8,6,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0.1,0,0.288888888888889,"AvgPoor","AvgPoor","No"
"79",28696,2011,"darneja01","SDN","NL",18,11,18,15,0,0,0,0,12,0,3,0,0,3,0,4,0,1,18,45,2,10,2,0,1,7,1,0,5,7,0,0,1,1,6,0.222222222222222,7,0.627450980392157,"AvgPoor","AvgPoor",29368,2012,"NL",7,4,7,5,0,0,0,0,1,0,4,0,0,4,0,2,0,1,7,17,1,4,1,0,1,1,0,0,2,2,0,0,0,0,3,0.235294117647059,2,0.786377708978328,"AvgPoor","AvgPoor","No"
"80",28698,2011,"davisch02","BAL","AL",31,31,31,31,0,0,16,0,17,0,0,0,0,0,0,0,0,2,31,123,16,34,9,0,2,13,1,0,6,39,1,0,0,0,2,0.276422764227642,23,0.708451503119682,"AvgPoor","AvgPoor",29369,2012,"AL",139,137,139,80,1,0,38,0,0,0,11,0,30,41,60,1,0,1,139,515,75,139,20,0,33,85,2,3,37,169,6,7,0,3,8,0.269902912621359,86,0.82659364958712,"AvgPoor","Good","Yes"
"81",28700,2011,"davisik02","NYN","NL",36,36,36,36,0,0,36,0,0,0,0,0,0,0,0,0,0,1,36,129,20,39,8,1,7,25,0,0,17,31,3,1,0,2,5,0.302325581395349,23,0.925185994485198,"Good","Good",29370,2012,"NL",156,137,156,148,0,0,148,0,0,0,0,0,0,0,0,15,0,1,156,519,66,118,26,0,32,90,0,2,61,141,3,1,0,3,10,0.227360308285164,60,0.770646923746932,"AvgPoor","AvgPoor","No"
"82",28701,2011,"davisra01","TOR","AL",95,82,95,91,0,0,0,0,0,0,4,79,8,91,1,4,5,1,95,320,44,76,21,6,1,29,34,11,15,63,0,1,1,1,4,0.2375,48,0.62299703264095,"AvgPoor","AvgPoor",29371,2012,"AL",142,117,142,135,0,0,0,0,0,0,114,6,24,135,5,6,8,1,142,447,64,115,24,3,8,43,46,13,29,102,3,6,1,4,8,0.257270693512304,80,0.686718037948463,"AvgPoor","AvgPoor","No"
"83",28702,2011,"deazaal01","CHA","AL",54,41,54,48,0,0,0,0,0,0,4,19,31,48,3,4,4,1,54,152,29,50,11,3,4,23,12,5,17,34,1,1,1,0,2,0.328947368421053,32,0.919736842105263,"Good","Good",29372,2012,"AL",131,127,131,130,0,0,0,0,0,0,11,125,0,130,1,2,2,1,131,524,81,147,29,6,9,50,26,12,47,109,3,9,4,1,1,0.280534351145038,103,0.759702933872896,"Good","AvgPoor","No"
"84",28704,2011,"dejesiv02","LAN","NL",17,7,17,11,0,0,0,11,0,0,0,0,0,0,0,7,1,1,17,32,2,6,0,0,0,1,0,0,2,11,0,0,1,0,1,0.1875,6,0.422794117647059,"AvgPoor","AvgPoor",29375,2012,"NL",23,5,23,11,0,0,0,7,5,0,0,0,0,0,2,16,0,1,23,33,5,9,3,0,0,4,1,1,3,7,0,0,0,1,1,0.272727272727273,6,0.687960687960688,"AvgPoor","AvgPoor","No"
"85",28705,2011,"denorch01","SDN","NL",111,72,111,95,0,0,0,0,0,0,33,15,62,95,0,25,4,1,111,307,38,85,13,2,5,19,11,6,28,49,1,1,2,2,10,0.276872964169381,65,0.718385598365553,"AvgPoor","AvgPoor",29376,2012,"NL",130,77,130,118,0,0,0,0,0,0,53,9,79,118,0,33,1,1,130,348,56,102,19,6,8,36,13,5,27,52,0,2,2,3,9,0.293103448275862,69,0.795886267392619,"Good","AvgPoor","No"
"86",28707,2011,"descada01","SLN","NL",148,81,148,133,0,0,0,18,117,13,0,0,0,0,0,26,8,1,148,326,35,86,20,3,1,28,2,2,33,65,9,3,10,3,3,0.263803680981595,62,0.687007311538785,"AvgPoor","AvgPoor",29378,2012,"NL",143,94,143,130,0,0,5,96,22,26,0,0,0,0,0,23,3,1,143,374,41,85,10,7,4,26,6,3,37,83,3,5,7,3,5,0.227272727272727,64,0.626632037063035,"AvgPoor","AvgPoor","No"
"87",28708,2011,"desmoia01","WAS","NL",154,146,154,152,0,0,0,0,0,152,0,0,0,0,0,4,1,1,154,584,65,148,27,5,8,49,25,10,35,139,2,4,11,5,9,0.253424657534247,108,0.65564741296571,"AvgPoor","AvgPoor",29379,2012,"NL",130,126,130,128,0,0,0,0,0,128,0,0,0,0,0,3,1,1,130,513,72,150,33,2,25,73,21,6,30,113,1,3,0,1,17,0.292397660818713,90,0.845273349939953,"Good","Good","Yes"
"88",28709,2011,"dewitbl01","CHN","NL",121,40,121,53,0,0,0,18,14,0,23,0,0,23,0,71,0,1,121,230,21,61,11,4,5,26,1,0,12,31,1,1,0,0,6,0.265217391304348,41,0.717570227232063,"AvgPoor","AvgPoor",29380,2012,"NL",18,5,18,5,0,0,0,4,0,0,1,0,0,1,0,13,0,1,18,29,1,4,1,0,0,1,0,0,0,2,0,0,0,1,1,0.137931034482759,3,0.305747126436782,"AvgPoor","AvgPoor","No"
"89",28710,2011,"diazma02","ATL","NL",16,10,16,12,0,0,0,0,0,0,3,0,9,12,0,6,0,2,16,35,2,10,1,0,0,1,1,0,1,8,0,0,0,1,3,0.285714285714286,9,0.611583011583012,"Good","AvgPoor",29382,2012,"NL",51,23,51,24,0,0,0,0,0,0,19,0,6,24,2,27,0,1,51,108,10,24,6,0,2,13,0,0,9,21,1,0,0,1,4,0.222222222222222,16,0.612994350282486,"AvgPoor","AvgPoor","No"
"90",28712,2011,"dickech01","NYA","AL",60,10,60,52,0,0,0,0,0,0,14,0,42,52,3,4,9,1,60,50,9,13,2,0,1,7,4,0,2,17,0,1,1,1,1,0.26,10,0.656296296296296,"AvgPoor","AvgPoor",29383,2012,"AL",25,4,25,22,0,0,0,0,0,0,18,2,5,22,0,3,6,1,25,14,5,4,0,0,2,5,3,0,3,5,0,0,0,0,1,0.285714285714286,2,0.922348942348942,"Good","Good","Yes"
"91",28714,2011,"dirksan01","DET","AL",78,54,78,71,0,0,0,0,0,0,38,16,22,71,3,10,4,1,78,219,34,55,13,0,7,28,5,2,11,36,1,3,2,0,3,0.251141552511416,35,0.702530033119721,"AvgPoor","AvgPoor",29384,2012,"AL",88,79,88,72,0,0,0,0,0,0,59,1,24,72,11,8,0,1,88,314,56,101,18,5,8,35,1,1,23,53,2,2,3,2,4,0.321656050955414,70,0.856762612772475,"Good","Good","Yes"
"92",28717,2011,"donalja01","CLE","AL",39,32,39,37,0,0,0,19,4,16,0,0,0,0,1,3,0,1,39,132,13,42,6,1,1,8,3,2,7,35,0,3,0,1,2,0.318181818181818,34,0.765151515151515,"Good","AvgPoor",29387,2012,"AL",43,33,43,36,0,0,0,8,12,10,5,3,0,7,4,2,7,1,43,124,18,25,2,1,2,11,4,0,5,40,0,3,1,2,0,0.201612903225806,20,0.528526721232547,"AvgPoor","AvgPoor","No"
"93",28719,2011,"downsma01","HOU","NL",106,35,106,60,0,0,13,27,19,2,0,0,3,3,0,52,2,1,106,199,29,55,18,0,10,41,0,0,17,47,0,5,0,1,3,0.276381909547739,27,0.864434786545339,"AvgPoor","Good",29390,2012,"NL",91,35,91,57,0,0,25,3,18,1,2,0,11,13,0,43,0,1,91,178,15,36,4,1,8,16,2,4,8,38,1,4,1,0,5,0.202247191011236,23,0.623418095801301,"AvgPoor","AvgPoor","No"
"94",28721,2011,"drewst01","ARI","NL",86,83,86,84,0,0,0,0,0,84,0,0,0,0,0,3,0,1,86,321,44,81,21,5,5,45,4,4,30,74,0,1,1,1,3,0.252336448598131,50,0.712919082541279,"AvgPoor","AvgPoor",29392,2012,"NL",40,36,40,36,0,0,0,0,0,36,0,0,0,0,0,4,0,1,40,135,17,26,8,1,2,12,0,1,19,35,1,0,0,1,1,0.192592592592593,15,0.601433691756272,"AvgPoor","AvgPoor","No"
"95",28722,2011,"dudalu01","NYN","NL",100,79,100,83,0,0,43,0,0,0,4,0,42,46,1,19,0,1,100,301,38,88,21,3,10,50,1,0,33,57,3,7,1,5,5,0.292358803986711,54,0.851669771282622,"Good","Good",29394,2012,"NL",121,108,121,108,0,0,6,0,0,0,24,0,81,105,5,11,0,1,121,401,43,96,15,0,15,57,1,0,51,120,0,4,0,3,5,0.239401496259352,66,0.718003466279834,"AvgPoor","AvgPoor","No"
"96",28723,2011,"duncash01","CLE","AL",76,65,76,46,0,0,7,0,0,0,37,0,2,39,24,10,1,1,76,223,29,58,17,0,11,47,0,1,19,56,1,3,0,2,7,0.260089686098655,30,0.808191572411539,"AvgPoor","Good",29395,2012,"AL",81,67,81,58,0,0,1,0,0,0,57,0,2,57,17,7,2,1,81,232,29,47,10,0,11,31,1,2,28,59,1,1,0,3,9,0.202586206896552,26,0.675809822361547,"AvgPoor","AvgPoor","No"
"97",28724,2011,"dunnad01","CHA","AL",122,117,122,37,0,0,35,0,0,0,0,0,2,2,81,5,0,1,122,415,36,66,16,0,11,42,0,1,75,177,0,4,0,2,10,0.159036144578313,39,0.569447143412359,"AvgPoor","AvgPoor",29396,2012,"AL",151,149,151,56,0,0,52,0,0,0,5,0,0,5,93,2,0,1,151,539,87,110,19,0,41,96,2,1,105,222,3,1,0,4,8,0.204081632653061,50,0.800352190182699,"AvgPoor","Good","Yes"
"98",28726,2011,"dysonja01","KCA","AL",26,11,26,17,0,0,0,0,0,0,0,17,0,17,3,2,12,1,26,44,8,9,1,0,0,3,11,1,7,14,0,0,1,1,0,0.204545454545455,8,0.534965034965035,"AvgPoor","AvgPoor",29397,2012,"AL",102,81,102,88,0,0,0,0,0,0,0,88,0,88,7,3,13,1,102,292,52,76,8,5,0,9,30,5,30,56,1,1,4,3,5,0.26027397260274,63,0.650138667114884,"AvgPoor","AvgPoor","No"
"99",28727,2011,"ellisaj01","LAN","NL",31,25,31,29,0,29,0,0,0,0,0,0,0,0,0,2,0,1,31,85,8,23,1,1,2,11,0,1,14,16,0,3,1,0,2,0.270588235294118,19,0.768627450980392,"AvgPoor","AvgPoor",29399,2012,"NL",133,128,133,131,0,131,0,0,0,0,0,0,0,0,0,3,0,1,133,423,44,114,20,1,13,52,0,0,65,107,11,7,6,4,17,0.269503546099291,80,0.786457074906314,"AvgPoor","AvgPoor","No"
"100",28730,2011,"ellsbja01","BOS","AL",158,153,158,154,0,0,0,0,0,0,0,154,0,154,3,3,2,1,158,660,119,212,46,5,32,105,39,15,52,98,1,9,3,5,8,0.321212121212121,129,0.927548209366391,"Good","Good",29401,2012,"AL",74,72,74,73,0,0,0,0,0,0,0,73,0,73,1,0,0,1,74,303,43,82,18,0,4,26,14,3,19,43,0,0,0,1,5,0.270627062706271,60,0.682330462148382,"AvgPoor","AvgPoor","No"
"101",28732,2011,"encared01","TOR","AL",134,122,134,57,0,0,25,0,36,0,0,0,0,0,70,11,0,1,134,481,70,131,36,0,17,55,8,2,43,77,2,3,0,3,17,0.272349272349272,78,0.787184717373397,"AvgPoor","AvgPoor",29403,2012,"AL",151,151,151,70,0,0,68,0,1,0,3,0,0,3,82,0,0,1,151,542,93,152,24,0,42,110,13,3,84,94,12,11,0,7,6,0.280442804428044,86,0.940735944626527,"Good","Good","Yes"
"102",28733,2011,"escobal02","KCA","AL",158,156,158,158,0,0,0,0,0,158,0,0,0,0,0,0,1,1,158,548,69,139,21,8,4,46,26,9,25,73,1,4,18,3,10,0.253649635036496,106,0.63272086584445,"AvgPoor","AvgPoor",29404,2012,"AL",155,155,155,155,0,0,0,0,0,155,0,0,0,0,0,0,0,1,155,605,68,177,30,7,5,52,35,5,27,100,2,8,8,0,14,0.292561983471074,135,0.721332644628099,"Good","AvgPoor","No"
"103",28734,2011,"escobed01","CHA","AL",9,0,9,5,0,0,0,2,0,3,0,0,0,0,1,3,3,1,9,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.285714285714286,2,0.571428571428571,"Good","AvgPoor",29405,2012,"AL",36,20,36,31,0,0,0,6,22,4,1,0,0,1,3,4,6,1,36,87,14,18,4,1,0,3,2,0,9,23,0,0,1,0,0,0.206896551724138,13,0.557112068965517,"AvgPoor","AvgPoor","No"
"104",28735,2011,"escobyu01","TOR","AL",133,131,133,132,0,0,0,0,0,132,0,0,0,0,1,2,0,1,133,513,77,149,24,3,11,48,3,3,61,70,1,6,5,5,14,0.290448343079922,111,0.782486129854551,"Good","AvgPoor",29407,2012,"AL",145,141,145,143,0,0,0,0,0,143,0,0,0,0,2,3,0,1,145,558,58,141,22,1,9,51,5,1,35,70,1,4,7,4,21,0.252688172043011,109,0.643586853452132,"AvgPoor","AvgPoor","No"
"105",28736,2011,"espinda01","WAS","NL",158,155,158,158,0,0,0,158,0,0,0,0,0,0,0,1,0,1,158,573,72,135,29,5,21,66,17,6,57,166,4,19,5,4,6,0.235602094240838,80,0.736736608324046,"AvgPoor","AvgPoor",29408,2012,"NL",160,153,160,158,0,0,0,126,0,36,0,0,0,0,0,6,0,1,160,594,82,147,37,2,17,56,20,6,46,189,4,13,3,2,11,0.247474747474747,91,0.716860719150795,"AvgPoor","AvgPoor","No"
"106",28737,2011,"ethiean01","LAN","NL",135,126,135,126,0,0,0,0,0,0,0,0,126,126,2,8,0,1,135,487,67,142,30,0,11,62,0,1,58,103,9,3,0,3,8,0.291581108829569,101,0.78936561115314,"Good","AvgPoor",29409,2012,"NL",149,146,149,147,0,0,0,0,0,0,0,1,146,147,2,2,0,1,149,556,79,158,36,1,20,89,2,2,50,124,6,9,0,3,13,0.284172661870504,101,0.811564340760401,"Good","Good","Yes"
"107",28740,2011,"federti01","LAN","NL",7,4,7,7,0,7,0,0,0,0,0,0,0,0,0,1,0,1,7,13,0,2,0,0,0,1,0,0,2,4,0,1,0,0,0,0.153846153846154,2,0.466346153846154,"AvgPoor","AvgPoor",29413,2012,"NL",3,1,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0.333333333333333,1,0.833333333333333,"Good","Good","Yes"
"108",28742,2011,"fieldth01","COL","NL",16,12,16,16,0,0,0,0,0,15,0,0,1,1,0,1,0,1,16,48,4,13,0,0,0,3,0,0,3,14,0,0,0,0,1,0.270833333333333,13,0.584558823529412,"AvgPoor","AvgPoor",29415,2012,"NL",2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0,0.333333333333333,"AvgPoor","AvgPoor","No"
"109",28743,2011,"figgich01","SEA","AL",81,78,81,80,0,0,0,0,80,0,2,0,0,2,0,0,3,1,81,288,24,54,11,1,1,15,11,6,21,42,1,0,2,2,6,0.1875,41,0.484213111825652,"AvgPoor","AvgPoor",29416,2012,"AL",66,44,66,55,0,0,0,0,10,0,38,9,1,47,3,4,10,1,66,166,18,30,5,2,2,11,4,1,19,48,0,0,7,2,3,0.180722891566265,21,0.533116422910895,"AvgPoor","AvgPoor","No"
"110",28744,2011,"floreje02","WAS","NL",30,21,30,22,0,22,0,0,0,0,0,0,0,0,0,8,0,1,30,86,5,18,6,0,1,2,0,0,5,27,2,0,0,0,1,0.209302325581395,11,0.566700741119346,"AvgPoor","AvgPoor",29418,2012,"NL",83,75,83,80,0,80,0,0,0,0,0,0,0,0,0,3,0,1,83,277,22,59,12,1,6,26,1,2,13,59,3,1,2,3,6,0.212996389891697,40,0.576819175323559,"AvgPoor","AvgPoor","No"
